"ID","TabID","TierID","ColumnIndex","SpellRank_1","SpellRank_2","SpellRank_3","SpellRank_4","SpellRank_5","SpellRank_6","SpellRank_7","SpellRank_8","SpellRank_9","PrereqTalent_1","PrereqTalent_2","PrereqTalent_3","PrereqRank_1","PrereqRank_2","PrereqRank_3","Flags","RequiredSpellID","CategoryMask_1","CategoryMask_2"
"10007","0","0","0","278718","278719","278720","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20001","0","0","0","272320","272324","272325","272326","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20002","0","0","0","1153481","1153482","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20003","0","0","0","1153175","1153176","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20004","0","0","0","1153178","1153179","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20005","0","0","0","1153450","1153451","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20006","0","0","0","1162764","1162765","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20007","0","0","0","1161682","1161683","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20008","0","0","0","1161686","1161687","1161688","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20009","0","0","0","1161689","1161690","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20010","0","0","0","1153180","1153181","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20011","0","0","0","1153186","1153187","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20012","0","0","0","1153182","1153183","1153184","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20013","0","0","0","1161680","1161681","1152858","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20014","0","0","0","1153409","1153411","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20015","0","0","0","1153203","1153204","1153205","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20016","0","0","0","1153427","1153429","1153430","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20017","0","0","0","1162759","1162760","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20018","0","0","0","1162758","1162762","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20019","0","0","0","1153483","1153485","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20020","0","0","0","1153554","1153555","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20021","0","0","0","1153514","1153516","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20022","0","0","0","1152234","1153497","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20023","0","0","0","1153511","1153512","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"26964","0","0","0","804606","704826","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"26965","0","0","0","804863","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"26966","0","0","0","806321","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"26967","0","0","0","705351","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"26968","0","0","0","704558","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"26969","0","0","0","704599","704600","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"26970","0","0","0","704618","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"26971","0","0","0","704627","704628","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"26972","0","0","0","704642","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"26973","0","0","0","704654","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"26974","0","0","0","704662","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"26975","0","0","0","704657","704658","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"26976","0","0","0","704648","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"26978","0","0","0","704687","704688","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"26979","0","0","0","704709","704710","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"26980","0","0","0","704715","704716","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"26981","0","0","0","704718","704719","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"26982","0","0","0","704733","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"26983","0","0","0","704745","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"26984","0","0","0","704766","704767","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"26985","0","0","0","704769","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"26986","0","0","0","704603","704605","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"26987","0","0","0","704807","704808","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"26988","0","0","0","704810","704811","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"26989","0","0","0","704820","704821","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"26990","0","0","0","704800","704802","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"26991","0","0","0","704842","704843","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"26992","0","0","0","704837","704838","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"26993","0","0","0","704829","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"26994","0","0","0","704833","704834","704835","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"26995","0","0","0","704856","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"26996","0","0","0","704848","704853","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"26997","0","0","0","704864","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"26998","0","0","0","704868","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"26999","0","0","0","300309","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27000","0","0","0","704878","704879","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27001","0","0","0","704893","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27002","0","0","0","704895","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27003","0","0","0","300324","300329","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27004","0","0","0","704913","704914","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27005","0","0","0","704908","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27006","0","0","0","704904","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27007","0","0","0","704925","704927","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27008","0","0","0","704921","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27009","0","0","0","704949","704950","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27010","0","0","0","704945","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27011","0","0","0","704954","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27012","0","0","0","300377","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27013","0","0","0","300380","300381","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27014","0","0","0","704967","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27015","0","0","0","300454","300455","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27016","0","0","0","704994","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27017","0","0","0","704997","704998","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27018","0","0","0","705005","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27019","0","0","0","705010","705011","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27020","0","0","0","705016","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27021","0","0","0","705034","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27022","0","0","0","705036","705037","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27023","0","0","0","705039","705040","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27024","0","0","0","705053","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27025","0","0","0","705055","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27026","0","0","0","705062","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27027","0","0","0","705067","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27028","0","0","0","705072","705073","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27029","0","0","0","705077","705078","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27030","0","0","0","705090","705091","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27031","0","0","0","705096","705097","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27032","0","0","0","705106","705107","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27033","0","0","0","705114","705113","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27035","0","0","0","705127","705128","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27036","0","0","0","300487","300488","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27038","0","0","0","705139","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27039","0","0","0","801894","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27040","0","0","0","704375","705151","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27041","0","0","0","705153","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27042","0","0","0","705159","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27043","0","0","0","300505","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27044","0","0","0","705169","705170","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27045","0","0","0","705171","705172","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27046","0","0","0","705174","705175","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27047","0","0","0","705184","705185","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27048","0","0","0","705191","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27049","0","0","0","705206","705207","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27050","0","0","0","705209","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27051","0","0","0","705214","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27052","0","0","0","705224","705225","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27053","0","0","0","705227","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27054","0","0","0","705240","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27055","0","0","0","705250","705251","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27056","0","0","0","705255","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27057","0","0","0","705262","705263","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27058","0","0","0","705267","705268","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27059","0","0","0","705269","705270","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27060","0","0","0","705264","705265","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27061","0","0","0","300528","300529","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27062","0","0","0","300530","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27063","0","0","0","705310","705311","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27064","0","0","0","705318","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27065","0","0","0","705321","705322","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27066","0","0","0","705325","705326","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27067","0","0","0","705329","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27068","0","0","0","705339","705340","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27069","0","0","0","705352","705353","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27070","0","0","0","705354","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27071","0","0","0","705356","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27072","0","0","0","705358","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27073","0","0","0","705360","707825","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27074","0","0","0","705368","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27075","0","0","0","705374","705375","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27076","0","0","0","705379","705380","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27077","0","0","0","300531","300532","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27078","0","0","0","300541","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27079","0","0","0","300543","300544","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27080","0","0","0","705386","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27081","0","0","0","705390","705391","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27082","0","0","0","705393","705394","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27083","0","0","0","705396","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27084","0","0","0","705407","705408","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27085","0","0","0","705411","705412","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27086","0","0","0","705414","705415","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27087","0","0","0","705418","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27088","0","0","0","705437","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27090","0","0","0","705444","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27091","0","0","0","705453","705454","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27092","0","0","0","705465","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27093","0","0","0","705468","705469","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27094","0","0","0","705456","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27095","0","0","0","705475","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27096","0","0","0","300574","705481","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27097","0","0","0","705484","705485","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27098","0","0","0","705487","705488","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27099","0","0","0","705493","705494","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27100","0","0","0","705503","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27101","0","0","0","705508","705509","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27102","0","0","0","705512","707863","705512","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27103","0","0","0","705514","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27104","0","0","0","705517","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27105","0","0","0","705520","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27106","0","0","0","705521","705522","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27107","0","0","0","705541","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27108","0","0","0","705543","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27109","0","0","0","300576","705548","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27110","0","0","0","705551","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27111","0","0","0","705554","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27112","0","0","0","705556","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27113","0","0","0","705570","705571","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27114","0","0","0","705572","705573","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27115","0","0","0","705592","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27116","0","0","0","705601","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27117","0","0","0","705606","705607","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27118","0","0","0","705613","705614","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27119","0","0","0","705615","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27120","0","0","0","705611","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27121","0","0","0","705625","705626","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27122","0","0","0","705628","705629","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27123","0","0","0","705632","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27124","0","0","0","705636","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27125","0","0","0","300608","705639","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27126","0","0","0","300611","300615","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27127","0","0","0","300612","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27129","0","0","0","705638","705640","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27130","0","0","0","705641","705642","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27131","0","0","0","804827","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27132","0","0","0","705648","705649","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27133","0","0","0","705651","705652","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27134","0","0","0","705655","705656","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27135","0","0","0","705657","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27136","0","0","0","705659","705660","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27137","0","0","0","705683","705684","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27139","0","0","0","705696","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27140","0","0","0","705700","705701","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27141","0","0","0","705702","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27142","0","0","0","705721","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27143","0","0","0","705731","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27145","0","0","0","705743","705744","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27146","0","0","0","705747","705748","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27147","0","0","0","704676","705749","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27148","0","0","0","705755","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27149","0","0","0","300640","300641","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27150","0","0","0","300631","705765","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27151","0","0","0","704108","705775","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27152","0","0","0","705766","705767","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27153","0","0","0","705782","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27154","0","0","0","705784","705785","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27155","0","0","0","705772","705773","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27156","0","0","0","705768","705769","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27157","0","0","0","705789","705790","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27158","0","0","0","705792","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27159","0","0","0","705798","705799","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27160","0","0","0","705800","705801","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27162","0","0","0","705806","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27163","0","0","0","705808","705809","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27164","0","0","0","300644","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27165","0","0","0","300649","300650","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27166","0","0","0","300651","300652","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27167","0","0","0","300654","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27168","0","0","0","300656","300657","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27169","0","0","0","705812","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27170","0","0","0","705823","705824","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"27171","0","0","0","705825","705826","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27172","0","0","0","705833","705834","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27173","0","0","0","705840","705841","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27174","0","0","0","804719","705842","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27175","0","0","0","705844","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27176","0","0","0","704512","705849","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27177","0","0","0","705851","705852","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27178","0","0","0","705856","707858","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
